epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7960925102233887,2.6825077533721924,0.1,0.9416550993919373,0.19051049649715424
1,0.8838573098182678,1.258412480354309,0.1,0.9313376545906067,0.1907368302345276
2,0.8932402729988098,1.1252598762512207,0.1,0.9377902746200562,0.18197490274906158
3,0.8979318141937256,1.0616294145584106,0.1,0.9183759093284607,0.1993856281042099
