epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7578964233398438,3.184572458267212,0.1,0.9250545501708984,0.21514523029327393
1,0.8659137487411499,1.4712729454040527,0.1,0.9154151082038879,0.21509209275245667
2,0.8762774467468262,1.3305538892745972,0.1,0.9208055138587952,0.19485950469970703
3,0.8818111419677734,1.260972261428833,0.1,0.9378241896629333,0.17402026057243347
4,0.8851714730262756,1.2101720571517944,0.1,0.9233481287956238,0.1869191825389862
5,0.8871385455131531,1.190416693687439,0.1,0.9310664534568787,0.1796419620513916
6,0.8879044055938721,1.1691828966140747,0.1,0.9322078227996826,0.17661654949188232
