epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6350951790809631,5.805851936340332,0.1,0.9057757258415222,0.26611098647117615
1,0.8899675607681274,1.1629211902618408,0.1,0.8943847417831421,0.2747090756893158
2,0.9014503955841064,0.9998847246170044,0.1,0.8904182314872742,0.2638353109359741
3,0.906769335269928,0.9245311617851257,0.1,0.914273738861084,0.22668690979480743
4,0.9111612439155579,0.8811403512954712,0.1,0.9312133193016052,0.1962256133556366
5,0.9128456711769104,0.8507488369941711,0.1,0.9097987413406372,0.2317918837070465
6,0.9144763350486755,0.8290863633155823,0.1,0.907674252986908,0.232034370303154
7,0.9165197014808655,0.8079243898391724,0.1,0.9078776240348816,0.23408807814121246
