epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.733444094657898,3.6029200553894043,0.1,0.892723560333252,0.26994216442108154
1,0.8408199548721313,1.897990107536316,0.1,0.912318766117096,0.22800993919372559
2,0.8544704914093018,1.7052479982376099,0.1,0.9275745749473572,0.20348019897937775
3,0.8621746897697449,1.6020731925964355,0.1,0.91781085729599,0.21039904654026031
4,0.8662189841270447,1.5412027835845947,0.1,0.9160027503967285,0.20555517077445984
5,0.8680108189582825,1.4946900606155396,0.1,0.925337016582489,0.1962052881717682
